NAME,PATTERN,VALUE
CTF_RS,"DO_2,H9",625
CTF_UpMinProvision,"DO_2,H9",625
CTF_RS,"DO_2,H10",625
CTF_UpMinProvision,"DO_2,H10",625
CTF_RS,"DO_2,H11",213
CTF_UpMinProvision,"DO_2,H11",213
CTF_RS,"DO_2,H12",213
CTF_UpMinProvision,"DO_2,H12",213
CTF_RS,"DO_2,H13",213
CTF_UpMinProvision,"DO_2,H13",213
CTF_RS,"DO_2,H14",213
CTF_UpMinProvision,"DO_2,H14",213
CTF_RS,"DO_2,H15",213
CTF_UpMinProvision,"DO_2,H15",213
CTF_RS,"DO_2,H16",213
CTF_UpMinProvision,"DO_2,H16",213
CTF_RS,"DO_2,H17",304
CTF_UpMinProvision,"DO_2,H17",304
CTF_RS,"DO_2,H18",304
CTF_UpMinProvision,"DO_2,H18",304
CTF_RS,"DO_2,H19",304
CTF_UpMinProvision,"DO_2,H19",304
CTF_RS,"DO_2,H20",97
CTF_UpMinProvision,"DO_2,H20",97
CTF_RS,"DO_2,H21",97
CTF_UpMinProvision,"DO_2,H21",97
CTF_RS,"DO_2,H22",97
CTF_UpMinProvision,"DO_2,H22",97
CTF_RS,"DO_2,H23",252
CTF_UpMinProvision,"DO_2,H23",252
CTF_RS,"DO_2,H24",252
CTF_UpMinProvision,"DO_2,H24",252
CTF_RS,"LU_2,H1",293
CTF_UpMinProvision,"LU_2,H1",293
CTF_RS,"LU_2,H2",293
CTF_UpMinProvision,"LU_2,H2",293
CTF_RS,"LU_2,H3",122
CTF_UpMinProvision,"LU_2,H3",122
CTF_RS,"LU_2,H4",122
CTF_UpMinProvision,"LU_2,H4",122
CTF_RS,"LU_2,H5",122
CTF_UpMinProvision,"LU_2,H5",122
CTF_RS,"LU_2,H6",122
CTF_UpMinProvision,"LU_2,H6",122
CTF_RS,"LU_2,H7",122
CTF_UpMinProvision,"LU_2,H7",122
CTF_RS,"LU_2,H8",519
CTF_UpMinProvision,"LU_2,H8",519
CTF_RS,"LU_2,H9",519
CTF_UpMinProvision,"LU_2,H9",519
CTF_RS,"LU_2,H10",519
CTF_UpMinProvision,"LU_2,H10",519
CTF_RS,"LU_2,H11",226
CTF_UpMinProvision,"LU_2,H11",226
CTF_RS,"LU_2,H12",226
CTF_UpMinProvision,"LU_2,H12",226
CTF_RS,"LU_2,H13",226
CTF_UpMinProvision,"LU_2,H13",226
CTF_RS,"LU_2,H14",226
CTF_UpMinProvision,"LU_2,H14",226
CTF_RS,"LU_2,H15",226
CTF_UpMinProvision,"LU_2,H15",226
CTF_RS,"LU_2,H16",226
CTF_UpMinProvision,"LU_2,H16",226
CTF_RS,"LU_2,H17",305
CTF_UpMinProvision,"LU_2,H17",305
CTF_RS,"LU_2,H18",305
CTF_UpMinProvision,"LU_2,H18",305
CTF_RS,"LU_2,H19",305
CTF_UpMinProvision,"LU_2,H19",305
CTF_RS,"LU_2,H20",76
CTF_UpMinProvision,"LU_2,H20",76
CTF_RS,"LU_2,H21",76
CTF_UpMinProvision,"LU_2,H21",76
CTF_RS,"LU_2,H22",76
CTF_UpMinProvision,"LU_2,H22",76
CTF_RS,"LU_2,H23",293
CTF_UpMinProvision,"LU_2,H23",293
CTF_RS,"LU_2,H24",293
CTF_UpMinProvision,"LU_2,H24",293
CTF_RS,"SA_2,H1",252
CTF_UpMinProvision,"SA_2,H1",252
CTF_RS,"SA_2,H2",252
CTF_UpMinProvision,"SA_2,H2",252
CTF_RS,"SA_2,H3",96
CTF_UpMinProvision,"SA_2,H3",96
CTF_RS,"SA_2,H4",96
CTF_UpMinProvision,"SA_2,H4",96
CTF_RS,"SA_2,H5",96
CTF_UpMinProvision,"SA_2,H5",96
CTF_RS,"SA_2,H6",96
CTF_UpMinProvision,"SA_2,H6",96
CTF_RS,"SA_2,H7",96
CTF_UpMinProvision,"SA_2,H7",96
CTF_RS,"SA_2,H8",625
CTF_UpMinProvision,"SA_2,H8",625
CTF_RS,"SA_2,H9",625
CTF_UpMinProvision,"SA_2,H9",625
CTF_RS,"SA_2,H10",625
CTF_UpMinProvision,"SA_2,H10",625
CTF_RS,"SA_2,H11",213
CTF_UpMinProvision,"SA_2,H11",213
CTF_RS,"SA_2,H12",213
CTF_UpMinProvision,"SA_2,H12",213
CTF_RS,"SA_2,H13",213
CTF_UpMinProvision,"SA_2,H13",213
CTF_RS,"SA_2,H14",213
CTF_UpMinProvision,"SA_2,H14",213
CTF_RS,"SA_2,H15",213
CTF_UpMinProvision,"SA_2,H15",213
CTF_RS,"SA_2,H16",213
CTF_UpMinProvision,"SA_2,H16",213
CTF_RS,"SA_2,H17",304
CTF_UpMinProvision,"SA_2,H17",304
CTF_RS,"SA_2,H18",304
CTF_UpMinProvision,"SA_2,H18",304
CTF_RS,"SA_2,H19",304
CTF_UpMinProvision,"SA_2,H19",304
CTF_RS,"SA_2,H20",97
CTF_UpMinProvision,"SA_2,H20",97
CTF_RS,"SA_2,H21",97
CTF_UpMinProvision,"SA_2,H21",97
CTF_RS,"SA_2,H22",97
CTF_UpMinProvision,"SA_2,H22",97
CTF_RS,"SA_2,H23",252
CTF_UpMinProvision,"SA_2,H23",252
CTF_RS,"SA_2,H24",252
CTF_UpMinProvision,"SA_2,H24",252
CTF_RS,"TR_2,H1",293
CTF_UpMinProvision,"TR_2,H1",293
CTF_RS,"TR_2,H2",293
CTF_UpMinProvision,"TR_2,H2",293
CTF_RS,"TR_2,H3",122
CTF_UpMinProvision,"TR_2,H3",122
CTF_RS,"TR_2,H4",122
CTF_UpMinProvision,"TR_2,H4",122
CTF_RS,"TR_2,H5",122
CTF_UpMinProvision,"TR_2,H5",122
CTF_RS,"TR_2,H6",122
CTF_UpMinProvision,"TR_2,H6",122
CTF_RS,"TR_2,H7",122
CTF_UpMinProvision,"TR_2,H7",122
CTF_RS,"TR_2,H8",519
CTF_UpMinProvision,"TR_2,H8",519
CTF_RS,"TR_2,H9",519
CTF_UpMinProvision,"TR_2,H9",519
CTF_RS,"TR_2,H10",519
CTF_UpMinProvision,"TR_2,H10",519
CTF_RS,"TR_2,H11",226
CTF_UpMinProvision,"TR_2,H11",226
CTF_RS,"TR_2,H12",226
CTF_UpMinProvision,"TR_2,H12",226
CTF_RS,"TR_2,H13",226
CTF_UpMinProvision,"TR_2,H13",226
CTF_RS,"TR_2,H14",226
CTF_UpMinProvision,"TR_2,H14",226
CTF_RS,"TR_2,H15",226
CTF_UpMinProvision,"TR_2,H15",226
CTF_RS,"TR_2,H16",226
CTF_UpMinProvision,"TR_2,H16",226
CTF_RS,"TR_2,H17",305
CTF_UpMinProvision,"TR_2,H17",305
CTF_RS,"TR_2,H18",305
CTF_UpMinProvision,"TR_2,H18",305
CTF_RS,"TR_2,H19",305
CTF_UpMinProvision,"TR_2,H19",305
CTF_RS,"TR_2,H20",76
CTF_UpMinProvision,"TR_2,H20",76
CTF_RS,"TR_2,H21",76
CTF_UpMinProvision,"TR_2,H21",76
CTF_RS,"TR_2,H22",76
CTF_UpMinProvision,"TR_2,H22",76
CTF_RS,"TR_2,H23",293
CTF_UpMinProvision,"TR_2,H23",293
CTF_RS,"TR_2,H24",293
CTF_UpMinProvision,"TR_2,H24",293
