NAME,YEAR,MONTH,DAY,PERIOD,VALUE
NEHUENCO_1-TG+TV_GNL_X,2026,5,9,1,0.191604988
NEHUENCO_1-TG+TV_GNL_INF,2026,5,9,1,0.191604988
NEHUENCO_2-TG_GN_A,2026,5,9,1,0.276
NEHUENCO_2-TG_GNL_A,2026,5,9,1,0.276
NEHUENCO_2-TG_GNL_B,2026,5,9,1,0.276
NEHUENCO_2-TG_GNL_C,2026,5,9,1,0.276
NEHUENCO_2-TG_GNL_D,2026,5,9,1,0.276
NEHUENCO_2-TG_GNL_E,2026,5,9,1,0.276
NEHUENCO_2-TG_GNL_F,2026,5,9,1,0.276
NEHUENCO_2-TG_GNL_G,2026,5,9,1,0.276
NEHUENCO_2-TG_GNL_X,2026,5,9,1,0.276
NEHUENCO_2-TG_GNL_INF,2026,5,9,1,0.276
NEHUENCO_2-TG+TV_DIE,2026,5,9,1,0.162439469
NEHUENCO_2-TG+TV_GN_A,2026,5,9,1,0.187845798
NEHUENCO_2-TG+TV_GNL_A,2026,5,9,1,0.187845798
NEHUENCO_2-TG+TV_GNL_B,2026,5,9,1,0.187845798
NEHUENCO_2-TG+TV_GNL_C,2026,5,9,1,0.187845798
NEHUENCO_2-TG+TV_GNL_D,2026,5,9,1,0.187845798
NEHUENCO_2-TG+TV_GNL_E,2026,5,9,1,0.187845798
NEHUENCO_2-TG+TV_GNL_F,2026,5,9,1,0.187845798
NEHUENCO_2-TG+TV_GNL_G,2026,5,9,1,0.187845798
NEHUENCO_2-TG+TV_GNL_X,2026,5,9,1,0.187845798
NEHUENCO_2-TG+TV_GNL_INF,2026,5,9,1,0.187845798
NEHUENCO_9B_DIE,2026,5,9,1,0.2808234
NEHUENCO_9B_GN_A,2026,5,9,1,0.3158
NEHUENCO_9B_GNL_A,2026,5,9,1,0.3158
NEHUENCO_9B_GNL_B,2026,5,9,1,0.3158
NEHUENCO_9B_GNL_C,2026,5,9,1,0.3158
NEHUENCO_9B_GNL_D,2026,5,9,1,0.3158
NEHUENCO_9B_GNL_E,2026,5,9,1,0.3158
NEHUENCO_9B_GNL_F,2026,5,9,1,0.3158
NEHUENCO_9B_GNL_G,2026,5,9,1,0.3158
NEHUENCO_9B_GNL_X,2026,5,9,1,0.3158
NEHUENCO_9B_GNL_INF,2026,5,9,1,0.3158
NEWEN_DIE,2026,5,9,1,0.254971405
NEWEN_GN_A,2026,5,9,1,0.301705848
NEWEN_GNL_A,2026,5,9,1,0.301705848
NEWEN_GNL_B,2026,5,9,1,0.301705848
NEWEN_PRO,2026,5,9,1,0.261571392
NUEVA_ALDEA_BL1,2026,5,9,1,1.3948825
NUEVA_ALDEA_BL2,2026,5,9,1,1.33
NUEVA_ALDEA_BL3,2026,5,9,1,1.3948825
NUEVA_ALDEA_2,2026,5,9,1,0.29521642
NUEVA_RENCA-FA_GLP,2026,5,9,1,0.214009091
NUEVA_RENCA-FA_GN_A,2026,5,9,1,0.255548387
NUEVA_RENCA-FA_GNL_A,2026,5,9,1,0.255548387
NUEVA_RENCA-FA_GNL_B,2026,5,9,1,0.255548387
NUEVA_RENCA-FA_GNL_INF,2026,5,9,1,0.255548387
NUEVA_RENCA-FA_GNL_P,2026,5,9,1,0.255548387
NUEVA_RENCA-TG+TV_DIE,2026,5,9,1,0.1712831
NUEVA_RENCA-TG+TV_GN_A,2026,5,9,1,0.188102803
NUEVA_RENCA-TG+TV_GN_B,2026,5,9,1,0.188102803
NUEVA_RENCA-TG+TV_GNL_A,2026,5,9,1,0.188102803
NUEVA_RENCA-TG+TV_GNL_B,2026,5,9,1,0.188102803
NUEVA_RENCA-TG+TV_GNL_C,2026,5,9,1,0.188102803
NUEVA_RENCA-TG+TV_GNL_D,2026,5,9,1,0.188102803
NUEVA_RENCA-TG+TV_GNL_E,2026,5,9,1,0.188102803
NUEVA_RENCA-TG+TV_GNL_F,2026,5,9,1,0.188102803
NUEVA_RENCA-TG+TV_GNL_INF,2026,5,9,1,0.188102803
NUEVA_RENCA-TG+TV_GNL_P,2026,5,9,1,0.188102803
OLIVOS_BL1,2026,5,9,1,0.218893939
OLIVOS_BL2,2026,5,9,1,0.218045455
PAJONALES,2026,5,9,1,0.224863636
PLACILLA,2026,5,9,1,0.199454545
PAS_MEJILLONES,2026,5,9,1,0
PUNTA_COLORADA_DIE,2026,5,9,1,0.190272727
PUNTA_COLORADA_IFO,2026,5,9,1,0.190857143
QUINTERO_1A_DIE,2026,5,9,1,0.2417
QUINTERO_1A_GN_A,2026,5,9,1,0.317456468
QUINTERO_1A_GNL_A,2026,5,9,1,0.317456468
QUINTERO_1A_GNL_B,2026,5,9,1,0.317456468
QUINTERO_1A_GNL_C,2026,5,9,1,0.317456468
QUINTERO_1A_GNL_D,2026,5,9,1,0.317456468
QUINTERO_1A_GNL_E,2026,5,9,1,0.317456468
QUINTERO_1A_GNL_F,2026,5,9,1,0.317456468
QUINTERO_1A_GNL_X,2026,5,9,1,0.317456468
QUINTERO_1A_GNL_INF,2026,5,9,1,0.317456468
QUINTERO_1B_DIE,2026,5,9,1,0.2417
QUINTERO_1B_GN_A,2026,5,9,1,0.315501669
QUINTERO_1B_GNL_A,2026,5,9,1,0.315501669
QUINTERO_1B_GNL_B,2026,5,9,1,0.315501669
QUINTERO_1B_GNL_C,2026,5,9,1,0.315501669
QUINTERO_1B_GNL_D,2026,5,9,1,0.315501669
QUINTERO_1B_GNL_E,2026,5,9,1,0.315501669
QUINTERO_1B_GNL_F,2026,5,9,1,0.315501669
QUINTERO_1B_GNL_X,2026,5,9,1,0.315501669
QUINTERO_1B_GNL_INF,2026,5,9,1,0.315501669
SAN_GREGORIO,2026,5,9,1,0.213727273
SAN_ISIDRO-FA_GN_A,2026,5,9,1,0.286696774
SAN_ISIDRO-FA_GNL_A,2026,5,9,1,0.286696774
SAN_ISIDRO-FA_GNL_B,2026,5,9,1,0.286696774
SAN_ISIDRO-FA_GNL_C,2026,5,9,1,0.286696774
SAN_ISIDRO-FA_GNL_D,2026,5,9,1,0.286696774
SAN_ISIDRO-FA_GNL_E,2026,5,9,1,0.286696774
SAN_ISIDRO-FA_GNL_F,2026,5,9,1,0.286696774
SAN_ISIDRO-FA_GNL_X,2026,5,9,1,0.286696774
SAN_ISIDRO-FA_GNL_INF,2026,5,9,1,0.286696774
SAN_ISIDRO-TG_DIE,2026,5,9,1,0.189512054
SAN_ISIDRO-TG_GN_A,2026,5,9,1,0.282673516
SAN_ISIDRO-TG_GNL_A,2026,5,9,1,0.282673516
SAN_ISIDRO-TG_GNL_B,2026,5,9,1,0.282673516
SAN_ISIDRO-TG_GNL_C,2026,5,9,1,0.282673516
SAN_ISIDRO-TG_GNL_D,2026,5,9,1,0.282673516
SAN_ISIDRO-TG_GNL_E,2026,5,9,1,0.282673516
SAN_ISIDRO-TG_GNL_F,2026,5,9,1,0.282673516
SAN_ISIDRO-TG_GNL_X,2026,5,9,1,0.282673516
SAN_ISIDRO-TG_GNL_INF,2026,5,9,1,0.282673516
SAN_ISIDRO-TG+TV_DIE,2026,5,9,1,0.151637273
SAN_ISIDRO-TG+TV_GN_A,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV_GNL_A,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV_GNL_B,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV_GNL_C,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV_GNL_D,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV_GNL_E,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV_GNL_F,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV_GNL_X,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV_GNL_INF,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV-FSTVD_DIE,2026,5,9,1,0.151637273
SAN_ISIDRO-TG+TV-FSTVD_GN_A,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV-FSTVD_GNL_A,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV-FSTVD_GNL_B,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV-FSTVD_GNL_C,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV-FSTVD_GNL_D,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV-FSTVD_GNL_E,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV-FSTVD_GNL_F,2026,5,9,1,0.186772085
SAN_ISIDRO-TG+TV-FSTVD_GNL_X,2026,5,9,1,0.186772085
